,anomaly,date
1348,-0.803,1895-12-01
1349,0.205,1896-01-01
1350,-0.54,1896-02-01
1351,-1.201,1896-03-01
1352,0.149,1896-04-01
1353,0.503,1896-05-01
1354,0.245,1896-06-01
1355,-0.409,1896-07-01
1356,-0.28,1896-08-01
1357,-0.923,1896-09-01
1358,-1.014,1896-10-01
1359,-1.485,1896-11-01
1360,0.932,1896-12-01
1361,-0.457,1897-01-01
1362,-0.145,1897-02-01
1363,-1.338,1897-03-01
1364,-0.191,1897-04-01
1365,0.151,1897-05-01
1366,-0.327,1897-06-01
1367,-0.603,1897-07-01
1368,-0.578,1897-08-01
1369,0.13,1897-09-01
1370,-0.174,1897-10-01
1371,-0.382,1897-11-01
1372,-0.351,1897-12-01
1373,0.581,1898-01-01
1374,0.177,1898-02-01
1375,0.908,1898-03-01
1376,-0.05,1898-04-01
1377,-0.654,1898-05-01
1378,0.108,1898-06-01
1379,-0.404,1898-07-01
1380,0.078,1898-08-01
1381,-0.075,1898-09-01
1382,-1.555,1898-10-01
1383,-2.055,1898-11-01
1384,-1.792,1898-12-01
1385,0.025,1899-01-01
1386,-4.231,1899-02-01
1387,-1.425,1899-03-01
1388,-0.278,1899-04-01
1389,-0.404,1899-05-01
1390,-0.344,1899-06-01
1391,-0.441,1899-07-01
1392,-0.356,1899-08-01
1393,-0.334,1899-09-01
1394,-0.3,1899-10-01
1395,1.531,1899-11-01
1396,-0.708,1899-12-01
1397,1.54,1900-01-01
1398,-1.188,1900-02-01
1399,0.474,1900-03-01
1400,0.068,1900-04-01
1401,0.434,1900-05-01
1402,0.528,1900-06-01
1403,-0.383,1900-07-01
1404,0.093,1900-08-01
1405,-0.042,1900-09-01
1406,0.792,1900-10-01
1407,-0.353,1900-11-01
1408,0.879,1900-12-01
1409,0.671,1901-01-01
1410,-2.07,1901-02-01
1411,-0.104,1901-03-01
1412,-1.18,1901-04-01
1413,-0.236,1901-05-01
1414,-0.404,1901-06-01
1415,0.884,1901-07-01
1416,0.114,1901-08-01
1417,-0.927,1901-09-01
1418,0.478,1901-10-01
1419,-0.276,1901-11-01
1420,-0.527,1901-12-01
1421,0.224,1902-01-01
1422,-0.593,1902-02-01
1423,-0.289,1902-03-01
1424,-0.329,1902-04-01
1425,0.658,1902-05-01
1426,-0.159,1902-06-01
1427,-0.854,1902-07-01
1428,-0.55,1902-08-01
1429,-1.13,1902-09-01
1430,0.254,1902-10-01
1431,0.392,1902-11-01
1432,-1.73,1902-12-01
1433,-0.144,1903-01-01
1434,-2.314,1903-02-01
1435,0.864,1903-03-01
1436,-0.881,1903-04-01
1437,-0.74,1903-05-01
1438,-1.388,1903-06-01
1439,-0.99,1903-07-01
1440,-0.709,1903-08-01
1441,-1.215,1903-09-01
1442,-0.701,1903-10-01
1443,-1.236,1903-11-01
1444,-0.504,1903-12-01
1445,-1.37,1904-01-01
1446,-1.432,1904-02-01
1447,0.451,1904-03-01
1448,-0.676,1904-04-01
1449,-0.134,1904-05-01
1450,-0.835,1904-06-01
1451,-1.288,1904-07-01
1452,-1.037,1904-08-01
1453,-0.321,1904-09-01
1454,-0.1,1904-10-01
1455,0.009,1904-11-01
1456,-0.299,1904-12-01
1457,-0.693,1905-01-01
1458,-2.693,1905-02-01
1459,2.519,1905-03-01
1460,0.01,1905-04-01
1461,-0.666,1905-05-01
1462,-0.468,1905-06-01
1463,-1.12,1905-07-01
1464,-0.054,1905-08-01
1465,-0.064,1905-09-01
1466,-1.329,1905-10-01
1467,0.738,1905-11-01
1468,-0.989,1905-12-01
1469,0.24,1906-01-01
1470,0.134,1906-02-01
1471,-1.49,1906-03-01
1472,0.637,1906-04-01
1473,-0.411,1906-05-01
1474,-0.588,1906-06-01
1475,-0.997,1906-07-01
1476,-0.297,1906-08-01
1477,0.526,1906-09-01
1478,-0.571,1906-10-01
1479,-0.771,1906-11-01
1480,0.623,1906-12-01
1481,1.098,1907-01-01
1482,-0.333,1907-02-01
1483,1.931,1907-03-01
1484,-1.659,1907-04-01
1485,-1.98,1907-05-01
1486,-1.541,1907-06-01
1487,-0.882,1907-07-01
1488,-0.781,1907-08-01
1489,-0.554,1907-09-01
1490,-0.586,1907-10-01
1491,-0.72,1907-11-01
1492,1.109,1907-12-01
1493,1.435,1908-01-01
1494,0.163,1908-02-01
1495,1.239,1908-03-01
1496,0.422,1908-04-01
1497,-0.774,1908-05-01
1498,-0.897,1908-06-01
1499,-0.558,1908-07-01
1500,-0.935,1908-08-01
1501,-0.292,1908-09-01
1502,-1.556,1908-10-01
1503,0.307,1908-11-01
1504,0.903,1908-12-01
1505,0.484,1909-01-01
1506,-0.067,1909-02-01
1507,-0.462,1909-03-01
1508,-1.279,1909-04-01
1509,-1.218,1909-05-01
1510,-0.157,1909-06-01
1511,-0.641,1909-07-01
1512,0.208,1909-08-01
1513,-0.667,1909-09-01
1514,-0.897,1909-10-01
1515,1.042,1909-11-01
1516,-3.286,1909-12-01
1517,-0.155,1910-01-01
1518,-2.526,1910-02-01
1519,3.772,1910-03-01
1520,0.541,1910-04-01
1521,-0.741,1910-05-01
1522,-0.552,1910-06-01
1523,-0.164,1910-07-01
1524,-0.686,1910-08-01
1525,0.341,1910-09-01
1526,0.442,1910-10-01
1527,-0.217,1910-11-01
1528,-0.646,1910-12-01
1529,1.083,1911-01-01
1530,0.28,1911-02-01
1531,1.054,1911-03-01
1532,-0.908,1911-04-01
1533,0.215,1911-05-01
1534,0.79,1911-06-01
1535,-0.638,1911-07-01
1536,-0.633,1911-08-01
1537,0.588,1911-09-01
1538,-0.163,1911-10-01
1539,-2.135,1911-11-01
1540,-0.289,1911-12-01
1541,-1.49,1912-01-01
1542,-0.666,1912-02-01
1543,-1.509,1912-03-01
1544,0.153,1912-04-01
1545,0.218,1912-05-01
1546,-1.222,1912-06-01
1547,-0.961,1912-07-01
1548,-1.219,1912-08-01
1549,-1.165,1912-09-01
1550,-0.492,1912-10-01
1551,0.429,1912-11-01
1552,0.021,1912-12-01
1553,-0.23,1913-01-01
1554,-1.283,1913-02-01
1555,-0.645,1913-03-01
1556,-0.079,1913-04-01
1557,-0.16,1913-05-01
1558,-0.072,1913-06-01
1559,-0.533,1913-07-01
1560,0.22,1913-08-01
1561,-0.958,1913-09-01
1562,-1.416,1913-10-01
1563,1.597,1913-11-01
1564,0.45,1913-12-01
1565,2.436,1914-01-01
1566,-1.544,1914-02-01
1567,-0.025,1914-03-01
1568,-0.055,1914-04-01
1569,0.36,1914-05-01
1570,0.324,1914-06-01
1571,-0.113,1914-07-01
1572,-0.27,1914-08-01
1573,-0.547,1914-09-01
1574,0.836,1914-10-01
1575,0.811,1914-11-01
1576,-1.4,1914-12-01
1577,0.115,1915-01-01
1578,0.863,1915-02-01
1579,-1.164,1915-03-01
1580,1.996,1915-04-01
1581,-0.776,1915-05-01
1582,-1.079,1915-06-01
1583,-1.157,1915-07-01
1584,-1.007,1915-08-01
1585,-0.267,1915-09-01
1586,0.063,1915-10-01
1587,0.522,1915-11-01
1588,-0.149,1915-12-01
1589,-0.261,1916-01-01
1590,-0.373,1916-02-01
1591,0.052,1916-03-01
1592,-0.142,1916-04-01
1593,-0.638,1916-05-01
1594,-1.177,1916-06-01
1595,0.057,1916-07-01
1596,-0.356,1916-08-01
1597,-0.724,1916-09-01
1598,-0.699,1916-10-01
1599,-0.813,1916-11-01
1600,-2.442,1916-12-01
1601,-1.251,1917-01-01
1602,-1.141,1917-02-01
1603,-0.608,1917-03-01
1604,-1.128,1917-04-01
1605,-2.559,1917-05-01
1606,-0.983,1917-06-01
1607,-0.058,1917-07-01
1608,-0.612,1917-08-01
1609,-0.524,1917-09-01
1610,-1.895,1917-10-01
1611,-0.144,1917-11-01
1612,-2.727,1917-12-01
1613,-2.666,1918-01-01
1614,-0.102,1918-02-01
1615,1.739,1918-03-01
1616,-1.401,1918-04-01
1617,-0.113,1918-05-01
1618,0.802,1918-06-01
1619,-0.619,1918-07-01
1620,-0.044,1918-08-01
1621,-1.385,1918-09-01
1622,0.748,1918-10-01
1623,-1.205,1918-11-01
1624,0.654,1918-12-01
1625,0.854,1919-01-01
1626,-0.525,1919-02-01
1627,0.036,1919-03-01
1628,0.128,1919-04-01
1629,-0.202,1919-05-01
1630,-0.169,1919-06-01
1631,0.155,1919-07-01
1632,-0.059,1919-08-01
1633,0.291,1919-09-01
1634,-0.757,1919-10-01
1635,-1.234,1919-11-01
1636,-1.607,1919-12-01
1637,-0.525,1920-01-01
1638,0.702,1920-02-01
1639,-0.567,1920-03-01
1640,-2.71,1920-04-01
1641,-0.911,1920-05-01
1642,-0.711,1920-06-01
1643,-0.788,1920-07-01
1644,-0.946,1920-08-01
1645,-0.04,1920-09-01
1646,-0.087,1920-10-01
1647,-0.963,1920-11-01
1648,0.095,1920-12-01
1649,1.757,1921-01-01
1650,1.053,1921-02-01
1651,3.014,1921-03-01
1652,-0.137,1921-04-01
1653,-0.288,1921-05-01
1654,0.722,1921-06-01
1655,0.238,1921-07-01
1656,-0.043,1921-08-01
1657,0.436,1921-09-01
1658,0.444,1921-10-01
1659,0.641,1921-11-01
1660,1.648,1921-12-01
1661,-0.597,1922-01-01
1662,-0.641,1922-02-01
1663,-0.445,1922-03-01
1664,-0.243,1922-04-01
1665,-0.063,1922-05-01
1666,0.351,1922-06-01
1667,-0.912,1922-07-01
1668,0.008,1922-08-01
1669,0.753,1922-09-01
1670,0.621,1922-10-01
1671,-0.028,1922-11-01
1672,0.681,1922-12-01
1673,2.153,1923-01-01
1674,-1.303,1923-02-01
1675,-1.092,1923-03-01
1676,-0.513,1923-04-01
1677,-0.431,1923-05-01
1678,-0.358,1923-06-01
1679,-0.01,1923-07-01
1680,-0.189,1923-08-01
1681,-0.017,1923-09-01
1682,-0.758,1923-10-01
1683,0.893,1923-11-01
1684,0.979,1923-12-01
1685,-1.349,1924-01-01
1686,0.392,1924-02-01
1687,-0.824,1924-03-01
1688,-1.449,1924-04-01
1689,-1.33,1924-05-01
1690,-0.113,1924-06-01
1691,-1.231,1924-07-01
1692,-0.285,1924-08-01
1693,-1.263,1924-09-01
1694,-0.135,1924-10-01
1695,0.802,1924-11-01
1696,-2.31,1924-12-01
1697,-1.145,1925-01-01
1698,1.339,1925-02-01
1699,1.775,1925-03-01
1700,1.787,1925-04-01
1701,-0.118,1925-05-01
1702,0.469,1925-06-01
1703,-0.038,1925-07-01
1704,-0.313,1925-08-01
1705,0.889,1925-09-01
1706,-1.874,1925-10-01
1707,-0.248,1925-11-01
1708,-0.046,1925-12-01
1709,1.62,1926-01-01
1710,1.694,1926-02-01
1711,0.489,1926-03-01
1712,0.058,1926-04-01
1713,0.288,1926-05-01
1714,-0.015,1926-06-01
1715,-0.238,1926-07-01
1716,0.122,1926-08-01
1717,-0.143,1926-09-01
1718,0.745,1926-10-01
1719,0.182,1926-11-01
1720,-0.833,1926-12-01
1721,1.429,1927-01-01
1722,2.112,1927-02-01
1723,0.235,1927-03-01
1724,-0.431,1927-04-01
1725,-0.405,1927-05-01
1726,-0.643,1927-06-01
1727,-0.5,1927-07-01
1728,-1.394,1927-08-01
1729,-0.371,1927-09-01
1730,0.461,1927-10-01
1731,0.493,1927-11-01
1732,-2.006,1927-12-01
1733,1.907,1928-01-01
1734,1.126,1928-02-01
1735,0.629,1928-03-01
1736,-1.343,1928-04-01
1737,0.411,1928-05-01
1738,-1.301,1928-06-01
1739,-0.391,1928-07-01
1740,-0.415,1928-08-01
1741,-1.077,1928-09-01
1742,0.304,1928-10-01
1743,0.377,1928-11-01
1744,0.624,1928-12-01
1745,-0.425,1929-01-01
1746,-2.405,1929-02-01
1747,0.855,1929-03-01
1748,-0.005,1929-04-01
1749,-0.74,1929-05-01
1750,-0.547,1929-06-01
1751,-0.327,1929-07-01
1752,0.01,1929-08-01
1753,-0.408,1929-09-01
1754,-0.091,1929-10-01
1755,-0.961,1929-11-01
1756,0.662,1929-12-01
1757,-1.719,1930-01-01
1758,1.977,1930-02-01
1759,-0.486,1930-03-01
1760,1.355,1930-04-01
1761,-0.617,1930-05-01
1762,-0.21,1930-06-01
1763,0.396,1930-07-01
1764,0.217,1930-08-01
1765,0.151,1930-09-01
1766,-1.216,1930-10-01
1767,-0.694,1930-11-01
1768,-0.035,1930-12-01
1769,2.228,1931-01-01
1770,2.303,1931-02-01
1771,-0.54,1931-03-01
1772,-0.023,1931-04-01
1773,-0.729,1931-05-01
1774,0.762,1931-06-01
1775,0.593,1931-07-01
1776,-0.271,1931-08-01
1777,1.239,1931-09-01
1778,0.882,1931-10-01
1779,1.134,1931-11-01
1780,1.27,1931-12-01
1781,0.375,1932-01-01
1782,0.54,1932-02-01
1783,-1.071,1932-03-01
1784,0.549,1932-04-01
1785,-0.063,1932-05-01
1786,0.037,1932-06-01
1787,-0.051,1932-07-01
1788,-0.112,1932-08-01
1789,-0.401,1932-09-01
1790,-0.76,1932-10-01
1791,-1.226,1932-11-01
1792,-1.28,1932-12-01
1793,1.443,1933-01-01
1794,-2.059,1933-02-01
1795,0.493,1933-03-01
1796,-0.345,1933-04-01
1797,-0.384,1933-05-01
1798,0.999,1933-06-01
1799,0.369,1933-07-01
1800,-0.317,1933-08-01
1801,0.951,1933-09-01
1802,0.046,1933-10-01
1803,0.344,1933-11-01
1804,0.887,1933-12-01
1805,1.515,1934-01-01
1806,1.042,1934-02-01
1807,1.027,1934-03-01
1808,1.477,1934-04-01
1809,1.803,1934-05-01
1810,0.774,1934-06-01
1811,0.864,1934-07-01
1812,0.465,1934-08-01
1813,-0.526,1934-09-01
1814,1.337,1934-10-01
1815,1.582,1934-11-01
1816,0.642,1934-12-01
1817,0.972,1935-01-01
1818,1.649,1935-02-01
1819,1.562,1935-03-01
1820,-0.559,1935-04-01
1821,-1.788,1935-05-01
1822,-0.612,1935-06-01
1823,0.546,1935-07-01
1824,0.089,1935-08-01
1825,-0.238,1935-09-01
1826,-0.251,1935-10-01
1827,-1.192,1935-11-01
1828,-1.254,1935-12-01
1829,-0.606,1936-01-01
1830,-4.293,1936-02-01
1831,1.107,1936-03-01
1832,-0.236,1936-04-01
1833,1.415,1936-05-01
1834,1.197,1936-06-01
1835,1.289,1936-07-01
1836,1.198,1936-08-01
1837,0.46,1936-09-01
1838,-0.159,1936-10-01
1839,-0.629,1936-11-01
1840,0.478,1936-12-01
1841,-0.698,1937-01-01
1842,-1.271,1937-02-01
1843,-0.984,1937-03-01
1844,-0.715,1937-04-01
1845,0.428,1937-05-01
1846,0.127,1937-06-01
1847,0.24,1937-07-01
1848,0.931,1937-08-01
1849,0.483,1937-09-01
1850,0.283,1937-10-01
1851,0.096,1937-11-01
1852,0.098,1937-12-01
1853,0.904,1938-01-01
1854,0.746,1938-02-01
1855,2.196,1938-03-01
1856,0.725,1938-04-01
1857,-0.254,1938-05-01
1858,-0.08,1938-06-01
1859,-0.171,1938-07-01
1860,0.643,1938-08-01
1861,0.852,1938-09-01
1862,1.649,1938-10-01
1863,-0.375,1938-11-01
1864,1.099,1938-12-01
1865,1.84,1939-01-01
1866,-1.507,1939-02-01
1867,0.536,1939-03-01
1868,0.453,1939-04-01
1869,0.822,1939-05-01
1870,0.057,1939-06-01
1871,0.355,1939-07-01
1872,-0.038,1939-08-01
1873,0.926,1939-09-01
1874,-0.052,1939-10-01
1875,-0.331,1939-11-01
1876,2.83,1939-12-01
1877,-1.847,1940-01-01
1878,0.447,1940-02-01
1879,0.614,1940-03-01
1880,0.557,1940-04-01
1881,0.489,1940-05-01
1882,0.468,1940-06-01
1883,0.167,1940-07-01
1884,0.011,1940-08-01
1885,0.222,1940-09-01
1886,1.127,1940-10-01
1887,-0.814,1940-11-01
1888,2.0,1940-12-01
1889,1.216,1941-01-01
1890,0.768,1941-02-01
1891,-0.422,1941-03-01
1892,0.85,1941-04-01
1893,0.893,1941-05-01
1894,-0.268,1941-06-01
1895,-0.168,1941-07-01
1896,0.09,1941-08-01
1897,-0.209,1941-09-01
1898,0.39,1941-10-01
1899,0.401,1941-11-01
1900,1.854,1941-12-01
1901,1.442,1942-01-01
1902,-0.292,1942-02-01
1903,0.285,1942-03-01
1904,1.31,1942-04-01
1905,-0.41,1942-05-01
1906,-0.268,1942-06-01
1907,0.042,1942-07-01
1908,-0.17,1942-08-01
1909,-0.348,1942-09-01
1910,0.348,1942-10-01
1911,0.202,1942-11-01
1912,-0.85,1942-12-01
1913,-0.695,1943-01-01
1914,1.695,1943-02-01
1915,-0.826,1943-03-01
1916,0.949,1943-04-01
1917,-0.12,1943-05-01
1918,0.255,1943-06-01
1919,0.12,1943-07-01
1920,0.449,1943-08-01
1921,-0.428,1943-09-01
1922,0.071,1943-10-01
1923,0.305,1943-11-01
1924,0.405,1943-12-01
1925,1.46,1944-01-01
1926,1.227,1944-02-01
1927,-1.007,1944-03-01
1928,-1.074,1944-04-01
1929,0.737,1944-05-01
1930,-0.056,1944-06-01
1931,-0.474,1944-07-01
1932,-0.156,1944-08-01
1933,0.022,1944-09-01
1934,0.804,1944-10-01
1935,-0.046,1944-11-01
1936,-0.448,1944-12-01
1937,1.5,1945-01-01
1938,1.159,1945-02-01
1939,2.112,1945-03-01
1940,-0.56,1945-04-01
1941,-1.38,1945-05-01
1942,-1.549,1945-06-01
1943,-0.536,1945-07-01
1944,-0.237,1945-08-01
1945,-0.101,1945-09-01
1946,-0.014,1945-10-01
1947,-0.654,1945-11-01
1948,-1.544,1945-12-01
1949,1.444,1946-01-01
1950,0.572,1946-02-01
1951,2.289,1946-03-01
1952,1.439,1946-04-01
1953,-0.751,1946-05-01
1954,-0.07,1946-06-01
1955,0.053,1946-07-01
1956,-0.674,1946-08-01
1957,-0.341,1946-09-01
1958,-0.088,1946-10-01
1959,-0.2,1946-11-01
1960,0.755,1946-12-01
1961,0.233,1947-01-01
1962,-0.753,1947-02-01
1963,-0.691,1947-03-01
1964,0.034,1947-04-01
1965,-0.044,1947-05-01
1966,-1.001,1947-06-01
1967,-0.412,1947-07-01
1968,0.659,1947-08-01
1969,0.54,1947-09-01
1970,2.092,1947-10-01
1971,-1.101,1947-11-01
1972,0.756,1947-12-01
1973,-0.362,1948-01-01
1974,-1.029,1948-02-01
1975,-1.032,1948-03-01
1976,1.051,1948-04-01
1977,-0.217,1948-05-01
1978,0.034,1948-06-01
1979,-0.44,1948-07-01
1980,-0.336,1948-08-01
1981,0.206,1948-09-01
1982,-0.528,1948-10-01
1983,-0.534,1948-11-01
1984,-0.616,1948-12-01
1985,-1.194,1949-01-01
1986,-1.208,1949-02-01
1987,0.91,1949-03-01
1988,-0.012,1949-04-01
1989,0.292,1949-05-01
1990,-0.157,1949-06-01
1991,0.092,1949-07-01
1992,-0.019,1949-08-01
1993,-0.278,1949-09-01
1994,0.212,1949-10-01
1995,2.429,1949-11-01
1996,0.055,1949-12-01
